REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
SE,Höganäs Bjuf,Höganäs Bjuf AB,407,12-563-41801-2004,8,,,,,,4253,4523,0,0,,OPEN
FI,CO2 Inkoo FI-2:FI77,Inkoon voimalaitos,2,FI-37931104,1,,,,,,4243,-1,-1,-1,,OPEN
IT,ARLENICO SpA a Socio Unico,STABILIMENTO DI LECCO,205618,IT-A-2153,25,,,,,,4242,0,0,0,,12-nov-13
DE,Silk Way West Airlines,38681,207012,19550-0687,10,,,,,,4240,-1,-1,-1,,OPEN
DE,986 - Anlagenkonto,Nestlé Deutschl. - Werk Singen - Kesselh. I & II,968,14310-0389,20,,,,,,4239,5524,0,0,,OPEN
DK,Damolin Mors,Damolin Mors A/S,267,TCO2-1721,32,,,,,,4228,23548,0,0,,OPEN
FR,LIMAGRAIN USINE,LIMAGRAIN USINE,205934,5600354,20,,,,,,4224,2645,0,0,,OPEN
DK,Højslev Tegl,Højslev Tegl A/S,323,TCO2-1741,32,,,,,,4216,3868,0,0,,OPEN
SE,Nordic Paper Seffle AB,Nordic Paper Seffle AB,456,17-563-010629-2004,9,,,,,,4215,23632,0,0,,OPEN
FR,EURENCO Sorgues,EURENCO Sorgues,646,6402706,20,,,,,,4210,12809,0,0,,OPEN
IT,Conto ETS LAS,Laminazione Acciai Speciali S.p.A.,204134,IT-A-2263,25,,,,,,4210,5972,0,0,,OPEN
DE,Werk 3,Klinkerwerk 3 Marklkofen,485,14260-0234,32,,,,,,4208,4885,0,0,,OPEN
ES,Natucer S.L.,Natucer S.L.,205549,ES10121310782,32,,,,,,4206,4545,0,0,,30-jun-14
GB,Purfleet,Purfleet,206110,UK-E-IN-12709,20,,,,,,4204,3400,0,0,,OPEN
FI,Kaipiaisten lämpökeskus:FI10,Kaipiaisten teollisuusalue,450,FI-31931104,1,,,,,,4202,6101,0,0,,OPEN
DE,2085 - Verdichter - Eischleben,Erdgasverdichterstation Eischleben,1867,14330-0052,20,,,,,,4199,28,0,0,,OPEN
FI,Korian tiilitehdas:FI526,Korian tiilitehdas,512,FI-41031104,8,,,,,,4195,4708,0,0,,OPEN
FI,TKS/SRK/CO2:FI447,Sarankulman lämpökeskus,307,FI-50931104,1,,,,,,4191,5082,15173,0,,OPEN
GB,NetJets Aviation,31095,201277,UK-E-AV-12431,10,,,,,,4184,41,0,0,,OPEN
DE,Heizwerk Westerholt,Heizwerk Westerholt,1378,14310-0833,20,,,,,,4178,0,0,0,,OPEN
IT,Operator Account,Centrale di compressione gas di Enna,550,IT-A-811,1,,,,,,4176,1,0,0,,OPEN
ES,Azulejos Alcor 1 S.L.,Azulejos Alcor 1 S.L.,203821,ES10121310-720,32,,,,,,4175,12099,0,0,,OPEN
FR,SOCIETE ENROBES MEDITERRANEENS,SOCIETE ENROBES MEDITERRANEENS,205967,6600885,20,,,,,,4161,3117,0,0,,OPEN
IT,217_Scurelle,Stabilimento di Scurelle,217,IT-A-264,9,,,,,,4158,3713,0,0,,OPEN
GB,Hillwood Asphalt,Hillwood Asphalt,205046,UK-S-IN-12638,20,,,,,,4156,2076,0,0,,OPEN
DE,275 - Anlagenkonto,Schmelze Dillenburg,257,14250-0073,31,,,,,,4155,4453,0,0,,OPEN
CZ,NET4GAS-k.s.Kralice nad Oslavou,NET4GAS - kompresní stanice Kralice nad Oslavou,286,CZ-0056-05,1,,,,,,4152,3301,0,0,,OPEN
SE,Ångcentralen A-omr.,Ångcentralen A-omr.,389,12-563-40245-2004,1,,,,,,4145,3958,0,0,,OPEN
SK,Akadémia ozbrojených síl gen. M.R.Štefánika,Plynová kotol?a,81,505-001-2012,20,,,,,,4137,3125,0,0,,OPEN
DE,960 - Anlagenkonto,Diebels Kesselhaus,942,14310-0357,20,,,,,,4136,3671,0,0,,OPEN
ES,Lactalis Villarobledo S.L.U.,Lactalis Villarobledo SLU,918,ES070201001075,20,,,,,,4131,19101,0,0,,OPEN
GB,Torcoed Asphalt,Torcoed Asphalt,205066,UK-W-IN-12647,20,,,,,,4131,2151,0,0,,OPEN
DE,PHD-Betrieb LEV,PHD-Betrieb,202862,14616-0166,42,,,,,,4116,17145,0,0,,OPEN
GB,Huntsman Polyurethanes (UK),Aniline Plant,204625,UK-E-IN-12725,42,,,,,,4111,38625,0,0,,OPEN
BE,370 Dynea N.V.,Dynea N.V.,205617,VL158,42,,,,,,4100,11159,0,0,,OPEN
BE,381 Asfalt Productie Limburg,APL nv,205736,VL861,20,,,,,,4098,2891,0,0,,OPEN
AT,Wienstrom KW Leopoldau Wien,Wienstrom KW Leopoldau Wien,86,EEW029,20,,,,,,4097,0,0,0,,OPEN
GB,Operator Account,Toray Textiles Europe,535,UK-E-IN-11823,1,,,,,,4095,4182,0,0,,21-jul-15
CZ,SYNTHOS Kralupy a.s.-výroba Polystyreny,SYNTHOS Kralupy a.s.-výroba Polystyreny,202755,CZ-0475-13,42,,,,,,4087,12278,0,0,,06-jun-14
GR,EYDAP,?????? ???????????? ??????? ??????????,201547,2-40,20,,,,,,4085,0,32750,0,,OPEN
EE,Operator Account:EE17,AS Eraküte Haapsalu Osakond,14,EE-KL-0012,1,,,,,,4083,8866,0,0,,OPEN
NO,Glava AS Stjørdal,Glava AS Stjørdal,26,NO-2006-93,7,,,,,,4081,2304,0,0,,OPEN
FI,Keramia CO2:FI187,Kemiön tehdas,511,FI-66831104,8,,,,,,4073,4141,0,0,,OPEN
FI,Palokankaan tili:FI164,Palokankaan lämpökeskus,113,FI-21531104,1,,,,,,4069,3501,0,0,,24-nov-15
GB,HQPE Ltd - Whatley Asphalt,Hanson Quarry Products Europe - Whatley,205755,UK-E-IN-12670,20,,,,,,4069,2354,0,0,,OPEN
GB,Tata Steel UK Limited,Clydebridge Works,204983,UK-S-IN-13297,25,,,,,,4068,10205,0,0,,OPEN
NL,Amsteldijk Beheer B.V.,Amsteldijk Beheer B.V.,293,NL-200500019,20,,,,,,4062,21499,0,0,,OPEN
IT,Operator Account,TINTORIA CRESPI GIOVANNI & C,91,IT-A-112,1,,,,,,4058,6074,0,0,,OPEN
CZ,JIHLAVSKÉ KOTELNYs.r.o.,JIHLAVSKÉ KOTELNYs.r.o.,72,CZ-0130-05,1,,,,,,4057,4889,0,0,,OPEN
BE,196 Belref Refractories,Belref Refractories,196,WAI091P089,8,,,,,,4046,7467,0,0,,OPEN
CZ,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,KAREL HOLOUBEK - Trade Group - Teplárna Bohatice,23,CZ-0052-05,1,,,,,,4044,2970,0,237,,OPEN
DE,711 - Anlagenkonto,Werk Bochum Dampfkessel Bau L-3 (Kesselhaus),693,14310-0082,20,,,,,,4043,4871,0,0,,OPEN
IT,SAME DEUTZ-FAHR ITALIA s.p.a.,SAME DEUTZ-FHAR ITALIA s.p.a.,1005,IT-A-1491,1,,,,,,4038,4146,0,0,,OPEN
FR,CEREC SAS,CEREC SAS,207462,7001047,20,,,,,,4037,3988,0,0,,OPEN
FR,Cogénération Novacarb de la Madeleine,NOVACARB Cogénération de la Madeleine,457,6200297,20,,,,,,4036,0,0,0,,OPEN
HR,HEPKTEJERTOVEC,KTE Jertovec,204942,HR-335,20,,,,,,4035,-1,-1,-1,,OPEN
FR,MAISADOUR BEGAAR,MAISADOUR BEGAAR,205877,5201459,20,,,,,,4032,2498,0,0,,30-jun-14
ES,Cerámica Mayor S.A.,Cerámica Mayor S.A.,593,ES100308000688,32,,,,,,4031,9802,0,0,,OPEN
DE,Anlagenkonto BHKW Weiden,BHKW und Heizwerk Weiden,1281,14310-0730,20,,,,,,4031,5536,0,0,,OPEN
AT,Ziegelwerk Rhomberg-Dornbirn,Ziegelwerk Rhomberg-Dornbirn,178,IZI159,32,,,,,,4024,2897,0,0,,OPEN
ES,Papertech S.L.,Papertech S.L.,751,ES183109000887,36,,,,,,4016,11454,0,0,,OPEN
AT,Thann,Thann,206146,EVS220,99,,,,,,4015,2494,0,0,,OPEN
DE,Erdgasverdichterstation Folmhusen - Gasturbinenanlage (1822),Erdgasverdichterstation Folmhusen - Gasturbine,1804,14330-0005,20,,,,,,4013,2811,0,0,,OPEN
ES,Porcelanite S.L.,Porcelanite S.L.,206100,ES10121310-857,32,,,,,,4013,10804,0,0,,OPEN
HU,Operator Account:HU114,MASZ Kft. Illatos úti Keveroüzeme,112,HU-UHG0144-1-04,1,,,,,,4008,2257,0,0,,OPEN
IT,Conto dell'impianto di I.C.A.B. S.p.A.,Centrale termica di I.C.A.B. S.p.A.,1191,IT-A-1669,1,,,,,,4008,3088,0,0,,OPEN
FR,MONDELANGE Industries,MONDELANGE INDUSTRIES,204970,6207805,20,,,,,,4002,3171,0,0,,OPEN
FI,Lk288 Ristinumm,Ristinummen lämpökeskus,651,FI-29331010,1,,,,,,3997,27559,0,0,,OPEN
DE,HW Freiham,Heizwerk Freiham,201870,14310-1849,20,,,,,,3996,-1,-1,-1,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA,546,PL-0551-05,20,,,,,,3994,4642,0,0,,OPEN
CZ,SPP Storage - PZP Dolní Bojanovice,SPP Storage - PZP Dolní Bojanovice,426,CZ-0459-11,20,,,,,,3993,3510,0,0,,OPEN
ES,Cerámicas Aparici S.A.,Cerámicas Aparici S.A.,202474,ES10121310-774,32,,,,,,3988,11337,0,0,,OPEN
BE,384 Asfaltcentrale Aswebo Gent,Asfaltcentrale Aswebo Gent,205501,VL864,20,,,,,,3983,2376,0,0,,OPEN
CZ,Papírna Aloisov,Papírna Aloisov,159,CZ-0245-05,9,,,,,,3982,2833,0,0,,OPEN
IT,ITA_SPA_S,ITA_SPA_S,203871,IT-A-2178,32,,,,,,3982,3566,0,0,,OPEN
RO,SC LAMINORUL SA BRAILA,SC LAMINORUL SA BRAILA,275,RO-06-2012,25,,,,,,3977,250,0,0,,OPEN
NL,Asfaltcentrale Heijmans 's-Hertogenbosch,Asfaltcentrale Heijmans 's-Hertogenbosch,203205,NL-200800073,20,,,,,,3976,3744,0,0,,09-apr-15
FI,Savion voimalaitos:FI196,Savion voimalaitos,478,FI-42231104,1,,,,,,3973,13009,0,0,,OPEN
FR,DCNS Cherbourg,DCNS Cherbourg,206412,5305768,20,,,,,,3972,2173,0,0,,OPEN
ES,Ecollería S.L.,Ecollería S.L.,207264,ES10461215-21233,31,,,,,,3971,-1,-1,-1,,OPEN
FR,NOVAPEX,NOVAPEX,205940,10400104,42,,,,,,3969,98935,0,0,,OPEN
GB,Operator Account,Promat Glasgow Ltd,657,UK-S-IN-12397,30,,,,,,3963,5938,0,0,,OPEN
DE,Fernheizwerk Wahlstedt,Fernheizwerk Wahlstedt,843,14310-0247,20,,,,,,3962,7225,0,0,,OPEN
ES,Kronospan S.L.,Kronospan S.L.,90042,ES060901001325,20,,,,,,3961,18882,0,0,,OPEN
PT,143-Prélis Cerâmica Lda,Prélis Cerâmica Lda,125,122,32,,,,,,3956,11997,0,0,,OPEN
DK,Operator Account:DK192,Gram Fjernvarme AMBA,225,TCO2-1057,20,,,,,,3955,4024,0,0,,OPEN
GB,Heathrow,Heathrow,207644,UK-E-IN-13247,20,,,,,,3953,-1,-1,-1,,OPEN
SK,Velké Zlievce,Kompresorová stanica 03 Ve?ké Zlievce,129,610-001-2015,20,,,,,,3950,272,0,0,,OPEN
SE,GT KW,GT KVV,183,12-563-47061-2004,1,,,,,,3948,0,0,0,,OPEN
IT,Ospedale di Pescara,OSPEDALE CIVILE DI PESCARA,975,IT-A-1444,1,,,,,,3947,2629,0,0,,OPEN
FR,TIGF - 00015 - Barbaira,TIGF - Station de compression de Barbaira,783,6600015,20,,,,,,3945,3735,0,0,,01-aug-13
DE,Werk 4,Klinkerwerk 4 Marklkofen,486,14260-0235,32,,,,,,3939,2250,0,0,,OPEN
DE,Spanplattenwerk Gotha GmbH,Spanplattenwerk Gotha GmbH,206063,14310-1876,20,,,,,,3934,-1,-1,-1,,OPEN
BE,208 Gassco AS - Zeepipe Terminal,Gassco AS - Zeepipe Terminal,632,VLE47,1,,,,,,3929,3361,0,0,,OPEN
IT,Leoni,Pompeo Leoni,1138,IT-A-1553,20,,,,,,3926,3770,0,0,,OPEN
GB,Torness Power Station,Torness Power Station,591,UK-S-IN-12323,20,,,,,,3924,-1,-1,-1,,OPEN
IE,Operator Account,Hovione Limited,61,IE-GHG079,20,,,,,,3923,5452,0,0,,OPEN
GB,Shetland Gas Plant,Shetland Gas Plant,207523,UK-S-IN-12758,20,,,,,,3923,-1,-1,-1,,OPEN
GB,Mir Steel UK Limited,Mir Steel UK Limited,206265,UK-W-IN-12598,25,,,,,,3919,0,0,0,,11-aug-14
ES,Azulejos Mallol S.A.,Azulejos Mallol S.A.,203074,ES10121310-791,32,,,,,,3917,6184,0,0,,OPEN
IT,Operator Account,S.p.A. BIRRA PERONI  BARI,675,IT-A-1010,1,,,,,,3916,2853,0,0,,OPEN
DK,Gasværksvej V,Gasværksvej Varmecentral,26,TCO2-1638,20,,,,,,3906,2282,0,0,,OPEN
IE,Operator Account,Genzyme Ireland Limited,20,IE-GHG022,20,,,,,,3905,3846,0,0,,OPEN
ES,El Barco S.L.,El Barco S.L.,202522,ES10121310792,32,,,,,,3897,4231,0,0,,OPEN
ES,Conservas Vegetales AgroConserveros Extremeños Vegas Bajas S.L,Conserv Vegetales Agro Conserveros Extremeños S.L,995,ES111001001154,20,,,,,,3896,2768,0,0,,OPEN
FI,Päästöt-Käpykangas:FI22,Käpykankaan lämpökeskus,21,FI-39931104,1,,,,,,3889,1313,0,0,,OPEN
IT,Operator Account,CARTIERE ENRICO CASSINA SNC,831,IT-A-1239,9,,,,,,3886,2788,0,0,,OPEN
GB,Hartlepool Power Station,Hartlepool Power Station,167,UK-E-IN-11491,20,,,,,,3883,-1,-1,-1,,OPEN
IT,Operator Account,IMPIANTO PER LA FABBRICAZIONE DI CARTA,807,IT-A-1209,9,,,,,,3881,2970,0,0,,OPEN
CZ,EMBA spol. s r.o.,EMBA spol. s r.o.,83,CZ-0150-05,1,,,,,,3878,2508,0,0,,OPEN
DE,747 - Anlagenkonto,FHW Waldhäuser Ost - Stadtwerke Tübingen,729,14310-0118,20,,,,,,3874,2106,0,0,,OPEN
DE,1119 - Anlagenkonto,Fernheizwerk Orschel-Hagen,1101,14310-0537,20,,,,,,3872,4246,0,0,,OPEN
DE,1131 - Anlagenkonto,Kraftwerk Kirchlengern,1113,14310-0550,20,,,,,,3868,-1,-1,-1,,OPEN
ES,Zumos Palma SLU - Fábrica de Palma del Río,Zumos Palma S.L.U.,203654,ES01141C11-52989,20,,,,,,3868,3445,0,0,,OPEN
DE,1245 - Anlagenkonto,GTKW Ahrensfelde,1227,14310-0671,20,,,,,,3865,-1,-1,-1,,OPEN
FR,SODC ORLEANS,SODC ORLEANS,1078,10001613,20,,,,,,3853,13741,0,0,,OPEN
PT,FONT SALEM PORTUGAL,FONT SALEM PORTUGAL,206288,TEGEE31001III,20,,,,,,3848,0,1778,0,,OPEN
BG,Alt Ko AD,Oranjeria Kresna,147,BG-P154,20,,,,,,3844,3571,0,0,,OPEN
BE,379 Aannemingen Van Wellen - Asfaltcentrale Doeldok,Aannemingen Van Wellen - Asfaltcentrale Doeldok,203882,VL859,20,,,,,,3843,1794,0,0,,OPEN
GR,LAKONASB,???????? ???????????? - ???? ?????? ??,129,14-jul,30,,,,,,3841,6583,0,0,,11-OCT-13
CY,Operator Account:CY20,LEDRA Brick Factory Ltd,2.1E+14,13,8,,,,,,3839,4995,0,0,,OPEN
DE,Teistungen,Werk Teistungen,338,14260-0070,32,,,,,,3831,2293,0,0,,OPEN
LT,Operator Account:LT65,Katiline,61,2-EN26,1,,,,,,3815,2618,0,0,,OPEN
BE,163 Terca Schouterden,Terca Schouterden,163,VL706,8,,,,,,3809,1777,0,0,,OPEN
CZ,kotelna Semperflex Optimit,kotelna Semperflex Optimit,162,CZ-0249-05,1,,,,,,3807,3114,0,0,,19-aug-14
IT,contoSARROCH,Centrale di Sarroch (Produzione gas dell'aria),207225,IT-A-2398,20,,,,,,3806,-1,-1,-1,,OPEN
IT,Stazione Centrale di Roma Termini,STAZIONE CENTRALE DI ROMA TERMINI,834,IT-A-1242,20,,,,,,3798,2972,0,0,,OPEN
DK,Tarco vej A/S,Tarco Vej A/S,350,TCO2-1779,20,,,,,,3795,1208,0,0,,OPEN
FR,ENGIE ENERGIE SERVICES Chaufferie Vert-Bois Saint-Dizier,ENGIE ENERGIE SERVICES Chauff. Vert-Bois St-Dizier,224,5701271,20,,,,,,3793,7465,0,0,,OPEN
ES,Cerámica Torregrosa S.L.,Cerámica Torregrosa S.L.,595,ES100308000690,32,,,,,,3792,6984,0,0,,OPEN
FR,ENGIE ENERGIE SERVICES CHAUFFERIE FAREBERSVILLER,ENGIE ENERGIE SERVICES Chaufferie Farebesviller,479,6201168,20,,,,,,3790,6228,0,0,,OPEN
FR,PCE - Centrale Nord - Stains,PCE - Centrale Nord - Stains,652,6506457,20,,,,,,3788,5537,0,0,,OPEN
BE,004 UZ Gent,UZ Gent,733,VL920,1,,,,,,3787,2957,0,0,,OPEN
FI,Pirkkiön lämpölaitos,lk209  Tornio,48,FI-46331104,1,,,,,,3783,18080,0,0,,OPEN
ES,Michelín España PortugalS.A-Factoría Aranda Duero,Michelín España PortugalS.A-Factoría Aranda Duero,901,ES060901001056,20,,,,,,3783,35976,0,0,,OPEN
AT,Merckens Schwertberg,Merckens Schwertberg,161,IPA098,35,,,,,,3782,4607,0,0,,OPEN
IE,Janssen Biologics (Ireland) Trading Account,Janssen Biologics (Ireland),114,IE-GHG151,20,,,,,,3771,3600,0,0,,30-jun-14
IE,ESB North Wall Generating Station Operator Account,ESB North Wall Generating Station,55,IE-GHG071,20,,,,,,3769,-1,-1,-1,,OPEN
HU,Operator Account:HU60,EGIS Gyógyszergyár Zrt. Körmendi Gyáregység,58,HU-UHG5398-1-04,20,,,,,,3767,3899,0,0,,OPEN
NO,Hafslund Varme AS Oslo,Hafslund Varme AS Oslo,105,NO-2006-59,1,,,,,,3761,71558,0,0,,05-jun-14
DK,Biogen Idec,Biogen Idec (Denmark) Manufacturing ApS,406,TCO2-2044,20,,,,,,3758,-1,-1,-1,,OPEN
IT,coppolaspa,Coppola,1190,IT-A-1638,1,,,,,,3758,2839,0,0,,OPEN
AT,VistaJet Luftfahrtunternehmen GmbH,32040,201342,BMLFUW?UW.1.3.2/0247?V/4/2010,10,,,,,,3758,299,0,0,,OPEN
DK,Carl M tegl,Carl Matzens Teglværk A/S,320,TCO2-1711,32,,,,,,3756,3756,0,0,,OPEN
ES,Michelín España PortugalS.A-Factoría Valladolid,Michelín España PortugalS.A-Factoría Valladolid,902,ES064701001057,20,,,,,,3750,41838,0,0,,OPEN
DE,486 - Anlagenkonto,Ziegelei Oberbergkirchen,468,14260-0216,32,,,,,,3745,4544,0,0,,OPEN
DE,1361 - Anlagenkonto,Trocknung Bergmannssegen-Hugo,1343,14310-0797,20,,,,,,3745,4071,0,0,,26-jul-13
ES,Hermanos Díaz Redondo S.A.,Hermanos Díaz Redondo S.A.,359,ES074508000441,32,,,,,,3741,6695,0,0,,OPEN
LT,Operator Account:LT11,Katilas  keramikos degimo krosnis,7,2-SK5,8,,,,,,3737,8227,0,0,,OPEN
DE,660 - Anlagenkonto,Heizwerk Langwasser,642,14310-0025,20,,,,,,3736,2757,0,0,,OPEN
DE,1519 - Anlagenkonto,Heizkraftwerk Mitte (Allerheiligenstraße),1501,14310-0970,20,,,,,,3736,931,0,0,,OPEN
RO,S.C. CEMACON S.A.,S.C. CEMACON S.A. - Punct de lucru ZALAU,207680,RO-207-2015,32,,,,,,3735,-1,-1,-1,,OPEN
DE,738 - Anlagenkonto,HW-BHKW Mitte,720,14310-0109,20,,,,,,3732,2627,0,0,,OPEN
SE,HVC Brunne,HVC Brunne,151,22-563-011300-2004,1,,,,,,3725,7787,0,0,,OPEN
BE,404 LES ENROBES DU CENTRE,LES ENROBES DU CENTRE,205720,WAI312P149,20,,,,,,3723,2294,0,0,,OPEN
NO,MM Karton FollaCell AS,MM Karton FollaCell AS,206342,2013-10415,35,,,,,,3717,-1,-1,-1,,OPEN
BE,098 Floren en Cie,Floren en Cie,98,VL718,8,,,,,,3711,3847,0,0,,OPEN
LV,Operator Holding Account:LV129,Installation 112,113,LV-RIT-R-II-SEG-42,1,,,,,,3710,6396,0,0,,OPEN
DE,1777 KWM Hilfskessel,Kraftwerk Mehrum Hilfskessel,1759,14310-1312,20,,,,,,3708,-1,-1,-1,,OPEN
BE,401 Gravaubel Centrale Enrobés Hydrocarbonés,Gravaubel Centrale Enrobés Hydrocarbonés,203795,WAI307P144,20,,,,,,3707,1603,632,0,,OPEN
FI,Päästö Koikkuri:FI57,Koikkurintien lämpölaitos,40,FI-53731104,1,,,,,,3696,1238,0,0,,OPEN
CZ,Teplárna ?eské Bud?jovice - Výtopna Vráto,Teplárna ?eské Bud?jovice - Výtopna Vráto,264,CZ-0285-05,1,,,,,,3696,5609,0,0,,OPEN
FI,JTK Päästöt:FI138,Kauttuan tehdas,421,FI-61831007,36,,,,,,3691,32189,0,0,,OPEN
HU,Operator Account:HU192,Városi Futomu,190,HU-UHG5304-1-04,1,,,,,,3689,4402,0,0,,OPEN
GR,PAKOKORIN,???? ????? ?.?.,115,15-okt,36,,,,,,3685,1833,0,0,,OPEN
GB,Queen's Hospital,PFI Hospital,797,UK-E-IN-11895,1,,,,,,3676,1623,0,0,,OPEN
DK,Videbæk Fjv,Videbæk energiforsyning,105,TCO2-565,20,,,,,,3674,728,0,0,,OPEN
NL,China Airlines Ltd.,6984,201276,NL-201000069,10,,,,,,3670,7157,0,0,,OPEN
IT,Operator Account,STABILIMENTO DI SAN GIORGIO CANAVESE,18,IT-A-20,8,,,,,,3668,6117,0,0,,OPEN
IE,Operator Account Coolock Factory,Mondelez Ireland Production Limited,76,IE-GHG097,20,,,,,,3668,2132,0,0,,OPEN
NL,Johnson Matthey B.V.,Johnson Matthey B.V.,328,NL-200500011,31,,,,,,3659,3831,0,0,,OPEN
IT,CD PORTOGRUARO,CEREAL DOCKS SPA,202836,IT-A-1709,20,,,,,,3655,-1,-1,-1,,30-jun-14
FI,LK204 Jepua:FI72,lk204  Jepua,460,FI-46231104,1,,,,,,3647,8508,0,0,,OPEN
FR,MAISICA DE BAYONNE,MAISICA DE BAYONNE,206175,5202516,20,,,,,,3644,2032,0,0,,OPEN
IT,Stabilimento Este,Cementeria di Este,279,IT-A-347,6,,,,,,3640,0,0,0,,OPEN
DE,1806 - Anlagenkonto,Heizwerk Nordost Leipzig,1788,14310-1349,20,,,,,,3639,1132,0,0,,20-jan-14
IE,Cushaling Power Limited,Cushaling Power Limited,128,IE-GHG166,20,,,,,,3638,-1,-1,-1,,OPEN
IT,IMI ETS,Ineos Manufacturing Italia S.p.A. - Rosignano,205357,IT-A-2053,42,,,,,,3636,40599,0,0,,OPEN
NL,Corendon Airlines,30777,202896,NL-201000071,10,,,,,,3631,662,0,0,,OPEN
IT,TECNOVALORE SPA TRADING,Rubattino,1133,IT-A-1554,20,,,,,,3629,2302,0,0,,OPEN
FR,ERENA Beaulieu Malakoff,ERENA CENTRALE THERMIQUE BEAULIEU MALAKOFF,550,6301068,20,,,,,,3618,2496,0,0,,OPEN
FR,VICAT-VIZILLE,VICAT- PAPETERIE VIZILLE,395,6103265,9,,,,,,3612,8407,0,0,,OPEN
SI,DOMPLAN,Domplan d.d.,41,SI-35433-84-2004,20,,,,,,3611,3500,0,0,,OPEN
FR,Chaudières essais et chauffage,Chaudières essais et chauffage,252,5800388,20,,,,,,3607,1814,0,0,,OPEN
FI,TKS/HRV/CO2:FI436,Hervannan lämpökeskus,296,FI-50831104,1,,,,,,3607,6468,0,0,,OPEN
RO,Operator Account,SC SATURN SA,183,RO-21-2012,24,,,,,,3605,3286,0,0,,OPEN
ES,Corporación Alimentaria Guissona S.A. - Pol. Ind. El Segre,Corp. Alimentaria Guissona - Pol.Ind. El Segre,403,ES082501000487,20,,,,,,3600,1768,0,0,,OPEN
CZ,Veolia Pr?myslové služby ?R - D?l Lazy - kotelna Lazy,Veolia Pr?myslové služby ?R -D?l Lazy-kotelna Lazy,55,CZ-0107-05,20,,,,,,3598,2881,0,0,,OPEN
AT,FHKW Arsenal 2,FHKW Arsenal 2,206825,EFE299,20,,,,,,3588,-1,-1,-1,,OPEN
CZ,?EZ - Elektrárna Temelín,?EZ a. s. - Elektrárna Temelín,130,CZ-0210-05,1,,,,,,3576,0,0,203,,OPEN
IT,Operator Account,SIT Srl Società Industria Truciolari,640,IT-A-948,1,,,,,,3572,41471,0,0,,OPEN
GB,East Kilbride,East Kilbride,1005,UK-S-IN-12396,1,,,,,,3571,8537,0,0,,OPEN
BG,Budeshte Butovo AD,Budeshte Butovo AD,135,BG-P141,32,,,,,,3565,4461,0,0,,OPEN
GB,Executive Jet Management,23881,200130,UK-E-AV-01613,10,,,,,,3564,59,0,0,,26-jun-13
FR,557DSD07130N DALKIA Chauf. centrale Lille Est,DALKIA - CHAUFFERIE CENTRALE DE LILLE EST,969,7001019,1,,,,,,3559,5435,0,0,,OPEN
NL,Strabag Asfalt,Strabag Asfalt,205821,NL-201000111,20,,,,,,3557,2454,0,0,,OPEN
PL,Paterek Ciep?ownia C10,Paterek Ciep?ownia C10,607,PL-0610-05,20,,,,,,3549,2642,0,0,,OPEN
AT,Brigl & Bergmeister Niklasdorf,Brigl & Bergmeister Niklasdorf,158,IPA094,36,,,,,,3548,0,0,0,,OPEN
IT,LEDUEVALLI trading,LE DUE VALLI s.r.l.,1033,IT-A-1516,1,,,,,,3540,4437,0,0,,OPEN
IT,Operator Account,Stabilimento di Condino,210,IT-A-256,9,,,,,,3532,13350,0,0,,OPEN
DE,1703 - Anlagenkonto,Energiezentrale Zentralklinikum Augsburg,1685,14310-1216,20,,,,,,3520,4453,0,0,,OPEN
GB,Stoke CHP,Stoke CHP plant (Michelin Tyres),205,UK-E-IN-11538,1,chp,,,,,3518,5082,0,0,,OPEN
SK,Tehelne Brezni?ka,IPE?SKÉ TEHELNE a.s. závod Brezni?ka,63,607-001-2012,32,,,,,,3516,4045,0,0,,OPEN
NL,Asfalt Centrale Rivierenland v.o.f.,Asfalt Centrale Rivierenland v.o.f.,205669,NL-201000108,20,,,,,,3513,1507,0,0,,OPEN
PT,7510-Horticilha,Horticilha Agro - Industria S.A.,297,290,20,,,,,,3498,4782,0,0,,OPEN
IT,CARTIERA GRILLO S.R.L.,CARTIERA GRILLO S.A.S.,826,IT-A-1234,9,,,,,,3498,3987,0,0,,OPEN
CZ,?eská zbrojovka - kotelna v hl. záv.,?eská zbrojovka - kotelna v hlavním závod?,174,CZ-0270-05,20,,,,,,3488,4861,0,0,,OPEN
HU,Operator Account:HU46,DEOEC Kazánház,44,HU-UHG5335-1-04,1,,,,,,3481,3135,0,0,,OPEN
IE,Operator Account,Schering-Plough (Avondale) Company,29,IE-GHG035,20,,,,,,3477,4170,0,0,,OPEN
FR,CONSERVERIE DE BERGERAC,CONSERVERIE DE BERGERAC SAS,206913,5200027,20,,,,,,3477,3188,0,0,,OPEN
CZ,RWE Gas Storage-Zásobník plynu Háje u P?íbrami,RWE GasStor.-Podzem.zásobník.plynu Háje u P?íbrami,285,CZ-0055-05,1,,,,,,3475,1311,0,0,,OPEN
FR,SPME,SPME,205885,6506473,20,,,,,,3471,2702,0,0,,OPEN
